country,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Korea,4.80099660215358,6.26585950039682,4.48074108557248,4.92454354292746,4.43893184574638,7.51358008079307,0.812957254446386,2.25916580080151,4.06657587897792,2.76226210296604,3.51487451459934,3.59066298882582,2.75379162735034,2.24234028518922,2.53457382137937,4.67389655533408,2.75649654493924,2.93928652655687,4.02596500436095,2.18707104433314,1.30134754547413,1.27477446401325,0.706331772455686,0.971685739912204,1.94433230786364,1.47583935002645,0.38300030360808,0.537288023411765,2.49833333333335,5.08951365062849,3.5974562502901017
Latvia,108.98955192483,35.9247080928735,24.9759324627879,17.6104604080665,8.44739272818879,4.64421215640727,2.36481486962442,2.65425316602094,2.48704371338439,1.93887927006897,2.94264339152122,6.19238424470981,6.74845153401439,6.53619908765876,10.0929775849168,15.4023191064986,3.53410672858938,-1.08463595015157,4.37073559939218,2.25778924374595,-0.0294547782578892,0.620492316662627,0.174241405930765,0.140630833333344,2.93036899765886,2.53445979871719,2.81140262684127,0.219061063489041,3.27581409437627,17.3102894183373,8.938055979406144
Lithuania,410.451858561316,72.2546816164428,39.647629032829,24.62519538645,8.88104848465893,5.06755385841969,0.727550626557471,0.981615478857524,1.36712030817824,0.281506610345537,-1.13430854990244,1.16410252104675,2.6584848406526,3.73912004060658,5.73717382799845,10.9258856241655,4.45304456518529,1.31921362055465,4.13027562645086,3.08998277055415,1.04747937065349,0.103758009433726,-0.88409740550061,0.905525075460396,3.72288862303698,2.69792779208396,2.33450937988022,1.19989444983571,4.68354420903456,19.7050461518394,9.117319623904756
Luxembourg,3.58810441540534,2.19476040658278,1.86769787673627,1.18386104012053,1.36751139623727,0.95856626046439,1.02519420771158,3.15076774425885,2.66382233829702,2.0740887324166,2.04984042933296,2.22568081831823,2.48769271187972,2.66631494577073,2.31245861786127,3.40187963025567,0.368041997888905,2.27367911621544,3.4106834106834,2.66284165508018,1.73403963519167,0.628543985440706,0.474743161437791,0.290833333333307,1.73079959118898,1.52819524307371,1.74332075653843,0.819957302127007,2.52692009066167,6.33600807777921,3.741403619831377
Mexico,9.751460371872238,6.965813256078602,34.9992633008785,34.3783842740772,20.6256276072657,15.9283923627682,16.5856192056458,9.4915599272956,6.36773668462784,5.03073253441126,4.54689794239726,4.68840714566334,3.98806073557603,3.62946322575928,3.96684962911696,5.12498169213468,5.29735712654756,4.15672783717606,3.40737961671277,4.11150854557409,3.80638982343263,4.01861720190995,2.72064126257004,2.82170775169716,6.04145582303512,4.89935096477274,3.63596121304385,3.39683415569998,5.68920847683765,7.89627619168546,5.527960873143804
Netherlands,2.58418167580266,2.80152671755725,1.92321972228412,1.94936789638234,2.10924562739481,1.95913632274255,2.15717918055057,2.36052233801955,4.1558412719561,3.28753104712767,2.09199838997656,1.26364739183181,1.68813017869621,1.10150106517709,1.613858598021,2.48650198289455,1.1897768702155,1.27530569556684,2.34107017751371,2.45554765291605,2.50689852657888,0.976035079699632,0.600248147278764,0.316666666666676,1.38145871407212,1.70349794744471,2.63369910249595,1.27246037789168,2.67572008805386,10.0012078753472,3.838393543428135
New Zealand,1.28820957608383,1.74537612861734,3.75494077917946,2.28571424238512,1.18715083833045,1.26524037415924,-0.114266288773353,2.61523279599184,2.62582060036647,2.67709072115155,1.75357634573619,2.29024942334694,3.03702066022211,3.3654044680981,2.3761433366278,3.95894425130044,2.11565589221534,2.30202576769377,4.02790277235691,1.05991781376003,1.13441780001312,1.22751326034659,0.292703309026911,0.646237225422794,1.85078707072019,1.59829794991808,1.61963190184049,1.71456170007246,3.94112060778726,7.17222476016446,5.733162830349533
Norway,2.28826933193056,1.37567498071484,2.46036778693722,1.262532491645,2.56692335900258,2.25241329996424,2.36596736596738,3.08550609131276,3.00419703998231,1.28672528415186,2.48782553461781,0.45449850222085,1.53213367609255,2.32934980757545,0.712589073634218,3.75393081761004,2.19738586853569,2.41890639481003,1.28495158809157,0.696864111498264,2.12048620353118,2.04170286707213,2.17113665389526,3.55000000000001,1.87510059552551,2.76483134528795,2.16773003305403,1.28658490707997,3.48388055266679,5.76412317852272,5.517849871046538
Poland,2.70833333333333,2.175,1.675,1.44166666666667,1.04166666666667,0.683333333333333,0.783333333333333,0.691666666666666,0.3,0.0583333333333333,0.141666666666667,0.358333333333333,0.0583333333333334,0.116666666666667,0.325,0.275,0.3,0.258333333333333,0.383333333333333,0.208333333333333,0.0666666666666667,-0.075,-0.0583333333333333,0.075,0.166666666666667,0.1,0.266666666666667,0.191666666666667,0.7,1.3,0.5
Portugal,6.78377994665409,5.42044019241624,4.22281614099486,3.06897732509792,2.33686298314109,2.57275225909131,2.34009490312171,2.85303039287154,4.36990330551796,3.6003465829091,3.218990906829,2.36536204097301,2.27716394887833,3.10766545871054,2.45396528138739,2.58850657657964,-0.835530021504193,1.40257289895372,3.65301100430727,2.77333854051582,0.27441666666667,-0.278153367467448,0.487938623904743,0.60739707464168,1.36861411643482,0.993715683468212,0.338178410046166,-0.0124383299576083,1.26565719069045,7.83269124233317,4.311281918986828
Slovak Republic,23.2870313695486,13.4155184916606,9.84109755580452,5.77583247511156,6.14198782961461,6.66564745451768,10.5704457503225,12.0357767839782,7.32963091519146,3.12713316312905,8.55414305406644,7.54850088183422,2.7090849458839,4.48333120449609,2.75672371638144,4.59817976325022,1.61510464058235,0.957018132975144,3.91928599146295,3.60610263522887,1.40047368963032,-0.076165329541994,-0.32521977742772,-0.520010196278353,1.31194588223237,2.51403712883805,2.66456133425445,1.93694126694221,3.1496062992126,12.774146363761,10.531947664521153
Slovenia,31.7621274108708,20.9918161857659,13.4637240165708,9.86445661480797,8.35967943533566,7.89116569412403,6.15558769888687,8.91174506186038,8.37966587492203,7.48077770703756,5.544164217529,3.59297594249513,2.45150132316476,2.45792444195863,3.65749563284102,5.64742380573934,0.839262246793847,1.80117022137136,1.80285171941909,2.59741386039009,1.76920085881892,0.199343826570893,-0.525552285820862,-0.05499954167048,1.42910743319296,1.73860861988181,1.63052260754335,-0.0548568157605586,1.91706506089266,8.83369886749451,7.44687717385848
Spain,4.56907227613904,4.71841322718403,4.67380362714012,3.55884296926749,1.9710778830596,1.83433048042782,2.31034551515301,3.43351675684201,3.58983356407939,3.0656565681635,3.03888839396656,3.03924881090926,3.36881409750382,3.51557576832125,2.78679745804946,4.07534335957343,-0.287813083535262,1.79986457728769,3.19610188833788,2.44612782366812,1.40858109183012,-0.151114837527186,-0.500365709903296,-0.202598000426412,1.95607633363966,1.67498136863791,0.699518994458679,-0.32275301729968,3.09313511976407,8.39057634118638,3.5323613349242886
Sweden,4.72817304626056,2.15813800724625,2.45514857818399,0.533131978766227,0.658410256243523,-0.267132668354978,0.462175756339133,0.899143734041741,2.40595834145436,2.15848213589266,1.92565534892387,0.373659828721746,0.453170852576204,1.36021468627687,2.21216883436736,3.43704910602876,-0.494460544378068,1.1579880271563,2.96115073822137,0.888377506923741,-0.0442929701486664,-0.179638494114647,-0.0467847449832435,0.984269244577973,1.79449904665592,1.95353530127027,1.78415097403835,0.497367318853583,2.16319736447148,8.36929098869182,8.5486248974891
Switzerland,3.29262180313612,0.852116995120668,1.7998277686715,0.811634064628159,0.520225422736652,0.0179384378439369,0.806444380959474,1.55852919679007,0.989020329832534,0.642711506543266,0.638272930887247,0.802908730955211,1.17195420333701,1.05950928324803,0.732350603122242,2.42604117060161,-0.480481936423295,0.688238707219984,0.23134920765092,-0.692552018105251,-0.217323155115631,-0.0132025387516174,-1.14390867228177,-0.434618664285847,0.533787839825895,0.936335464113565,0.362886179940658,-0.725874933313371,0.581814168489837,2.83502798644454,2.1354008801638225
Türkiye,66.093846403637,105.215004028239,89.113308749581,80.4121426988699,85.6693687054778,84.6413356970868,64.8674792029406,54.9153824089286,54.4001840365155,44.9641235479985,21.6024370406172,8.59826168115266,8.17916036801999,9.59724212288442,8.75618090972636,10.4441283764886,6.25097663090622,8.56644420552974,6.471879671151,8.89156996512163,7.493090305477,8.85457271364317,7.67085364845881,7.77513415328332,11.1443110840764,16.3324638988928,15.1768215720023,12.2789574462574,19.5964926913324,72.3088359891206,53.8594087593315
United Kingdom,2.58481421647819,2.20472440944882,2.61941448382125,2.85285285285287,2.18978102189781,1.85714285714284,1.82328190743338,1.10192837465566,1.63487738419617,1.4745308310992,1.32100396301189,1.43415906127771,2.05655526992288,2.51889168765743,2.33415233415232,3.48139255702283,1.97215777262181,2.50284414106937,3.88457269700333,2.56410256410257,2.29166666666668,1.42566191446028,0.401606425702812,1,2.57425742574258,2.31660231660232,1.69811320754717,1.02040816326532,2.47933884297518,7.97491039426525,6.72199170124481
United States,2.95165696638556,2.60744159215459,2.80541968853656,2.93120419993438,2.33768993730739,1.55227909874365,2.18802719697359,3.37685727149931,2.82617111885405,1.586031626506,2.27009497336116,2.67723669309172,3.39274684549546,3.22594410070408,2.85267248150139,3.83910029665099,-0.355546266299731,1.64004344238987,3.15684156862208,2.06933726526059,1.46483265562714,1.62222297740822,0.118627135552451,1.26158320570535,2.13011000365961,2.44258329692821,1.81221007526011,1.2335843963064,4.69785886363736,8.00279982052119,4.1163383837449175
