City,DateTime,Temperature,FeelsLike,Dew,Humidity,Precipitation,PrecipitationProbability,PrecipitationType,Snow,SnowDepth,WindGust,WindSpeed,WindDirection,SeaLevelPressure,CloudCover,Visibility,SolarRadiation,SolarEnergy,UVIndex,SevereRisk,Conditions,Icon,Stations
New York,2024-12-06T04:00:00,33,22.1,17,51.33,0,2,,0,0,31.1,17.2,290,1012,14,10.1,0,0,0,10,Clear,clear-night,
New York,2024-12-06T05:00:00,31.9,20.7,16.1,51.56,0,2,,0,0,31.1,17.2,290,1012,18,10.1,0,0,0,10,Clear,clear-night,
New York,2024-12-06T06:00:00,31.9,20.7,16.1,51.56,0,2,,0,0,30,17.2,300,1013,22,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T07:00:00,31.9,20.7,15,49.19,0,1,,0,0,30,17.2,300,1015,26,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T08:00:00,31.9,20.7,15,49.19,0,1,,0,0,28.9,17.2,300,1015,24,10.1,100,0.4,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-06T09:00:00,32.4,21.4,14.4,47.01,0,1,,0,0,28.9,17.2,300,1016,22,10.1,200,0.7,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-06T10:00:00,33,22.1,13.9,44.93,0,1,,0,0,28.9,17.2,300,1017,20,10.1,300,1.1,3,10,Clear,clear-day,
New York,2024-12-06T11:00:00,34.1,23.6,13.5,42.36,0,2,,0,0,28.9,16.8,300,1017,20,10.1,334,1.2,3,10,Clear,clear-day,
New York,2024-12-06T12:00:00,35,24.9,13.4,40.54,0,2,,0,0,28.9,16.6,300,1017,20,10.1,367,1.3,4,10,Clear,clear-day,
New York,2024-12-06T13:00:00,36,26.4,13,38.23,0,2,,0,0,28.9,16.1,300,1016,20,10.1,401,1.4,4,10,Clear,clear-day,
New York,2024-12-06T14:00:00,35.7,26.1,12.6,38.17,0,2,,0,0,27.3,15.7,300,1016,23.7,10.1,314,1.1,3,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-06T15:00:00,35.3,25.7,12.3,38.11,0,2,,0,0,25.7,15.4,300,1016,27.3,10.1,227,0.8,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-06T16:00:00,35,25.4,11.9,38.05,0,2,,0,0,24.2,15,300,1017,31,10.1,140,0.5,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-06T17:00:00,33.9,24,12.3,40.36,0,4,,0,0,23.5,15,296.7,1017,33.7,10.1,114,0.4,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T18:00:00,33,22.9,12.6,42.51,0,4,,0,0,22.6,15,293.3,1018,36.3,10.1,89,0.3,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T19:00:00,31.9,21.5,13,45.11,0,4,,0,0,21.9,15,290,1018,39,10.1,63,0.2,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T20:00:00,31.2,20.6,13.4,47.18,0,4,,0,0,21.9,15,286.7,1018,40.3,10.1,42,0.2,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T21:00:00,30.6,19.9,13.5,48.6,0,4,,0,0,21.9,15,283.3,1019,41.7,10.1,21,0.1,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T22:00:00,29.9,18.9,13.9,50.84,0,4,,0,0,21.9,15,280,1019,43,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-06T23:00:00,29.6,18.5,14.3,52.41,0,4,,0,0,21.9,15,276.7,1019,37.7,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T00:00:00,29.4,18.3,14.6,53.64,0,4,,0,0,21.9,15,273.3,1018,32.3,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T01:00:00,29,17.8,15,55.29,0,4,,0,0,21.9,15,270,1021,27,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T02:00:00,28.3,16.9,15.3,57.84,0,4,,0,0,21.9,15,270,1021,24.7,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T03:00:00,27.8,16.2,15.7,60.07,0,4,,0,0,21.9,15,270,1021,22.3,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T04:00:00,27,15.3,16.1,62.86,0,4,,0,0,21.9,15,270,1021,20,10.1,0,0,0,10,Clear,clear-night,
New York,2024-12-07T05:00:00,26.7,14.8,16.1,63.8,0,10,,0,0,21.9,15,270,1021,21.3,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T06:00:00,26.3,14.3,16.1,64.75,0,10,,0,0,21.9,15,270,1022,22.7,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T07:00:00,26,13.9,16.1,65.72,0,10,,0,0,21.9,15,270,1022,24,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T08:00:00,27.9,16.2,16.1,60.57,0,10,,0,0,22.6,15.4,270,1022,27.3,10.1,52,0.2,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T09:00:00,29.9,18.7,16.1,55.86,0,10,,0,0,23.5,15.7,270,1023,30.7,10.1,105,0.4,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T10:00:00,31.9,21.1,16.1,51.56,0,10,,0,0,24.2,16.1,270,1022,34,10.1,157,0.6,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T11:00:00,34.6,24.6,16.4,47,0,10,,0,0,24.2,16.1,273.3,1022,38,10.1,195,0.7,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T12:00:00,37.3,28,16.6,42.57,0,10,,0,0,24.2,16.1,276.7,1021,42,10.1,232,0.8,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T13:00:00,40,31.5,17,38.91,0,10,,0,0,24.2,16.1,280,1020,46,10.1,270,1,3,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T14:00:00,39.3,30.7,17,40.01,0,10,,0,0,23.7,15.7,276.7,1020,48.7,10.1,241,0.9,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T15:00:00,38.7,30.1,17,40.87,0,10,,0,0,23.5,15.4,273.3,1020,51.3,10.1,211,0.8,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T16:00:00,38,29.3,17,42.03,0,10,,0,0,23,15,270,1020,54,10.1,182,0.7,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-07T17:00:00,36.9,28.2,17.3,44.54,0,10,,0,0,21.5,14.3,270,1020,56,10.1,152,0.5,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T18:00:00,36,27.3,17.7,46.87,0,10,,0,0,19.9,13.4,270,1020,58,10.1,122,0.4,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T19:00:00,35,26.2,18,49.69,0,10,,0,0,18.3,12.8,270,1021,60,15,92,0.3,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T20:00:00,34.6,28.5,20.7,56.57,0,7,,0,0,13.4,7.2,266.7,1021,42.7,15,61,0.2,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T21:00:00,34.4,28.3,20.9,57.41,0,7,,0,0,13.2,7.2,263.3,1020,47.3,15,31,0.1,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T22:00:00,34.2,28.1,20.9,57.82,0,7,,0,0,13.2,7.2,260,1020,52,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-07T23:00:00,34.2,28.1,20.7,57.38,0,7,,0,0,13.4,7.2,253.3,1020,59.3,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T00:00:00,34.2,28.1,20.6,56.95,0,7,,0,0,13.4,7.2,246.7,1020,66.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T01:00:00,34.2,28.1,20.4,56.51,0.197,7,"rain,snow",0.08,0,13.6,7.2,240,1019,74,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T02:00:00,34.2,28.1,20.6,56.95,0,7,,0,0,13.6,7.2,240,1020,72.3,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T03:00:00,34.4,28.3,20.6,56.54,0,7,,0,0,13.6,7.2,240,1019,70.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T04:00:00,34.4,28.3,20.7,56.97,0,7,,0,0,13.6,7.2,240,1019,69,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T05:00:00,34.6,28.4,21.3,57.88,0,7,,0,0,13.9,7.4,236.7,1019,65,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T06:00:00,34.6,28.1,21.8,59.21,0,7,,0,0,14.3,7.8,233.3,1019,61,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T07:00:00,34.8,28.2,22.4,60.15,0,7,,0,0,14.5,8.1,230,1019,57,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T08:00:00,36.4,29.8,23.1,58.14,0,6,,0,0,15,8.7,230,1019,52.3,15,40,0.1,0,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T09:00:00,38,31.6,23.6,55.8,0,6,,0,0,15.4,9.2,230,1020,47.7,15,81,0.3,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T10:00:00,39.6,33.3,24.3,53.98,0,6,,0,0,15.9,9.8,230,1020,43,15,121,0.4,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T11:00:00,42,35.9,25.4,51.57,0,6,,0,0,17,10.5,230,1019,45,15,159,0.6,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T12:00:00,44.1,38.4,26.7,50.02,0,6,,0,0,18.3,11,230,1017,47,15,198,0.7,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T13:00:00,46.5,41.1,27.8,47.85,0,6,,0,0,19.5,11.6,230,1017,49,15,236,0.8,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T14:00:00,46.8,41.7,28.5,48.62,0,4,,0,0,19,11.2,233.3,1017,49,15,206,0.7,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T15:00:00,47,42.2,29.4,50.1,0,4,,0,0,18.6,10.5,236.7,1016,49,15,176,0.6,2,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T16:00:00,47.4,42.8,30.1,50.89,0,4,,0,0,18.1,10.1,240,1016,49,15,146,0.5,1,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-08T17:00:00,46.7,42.1,30.5,53.06,0,4,,0,0,17.4,9.4,236.7,1017,42,15,122,0.4,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T18:00:00,45.8,41.3,30.6,55.3,0,4,,0,0,16.6,8.7,233.3,1017,35,15,98,0.4,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T19:00:00,45,40.7,31,57.67,0.016,4,rain,0,0,15.9,8.1,230,1018,28,15,74,0.3,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T20:00:00,44.7,40.4,31.5,59.75,0,2,,0,0,15.4,7.8,233.3,1018,26.7,15,49,0.2,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T21:00:00,44.3,40.2,32.1,61.91,0,2,,0,0,15,7.4,236.7,1018,25.3,15,25,0.1,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T22:00:00,44,39.8,32.6,64.14,0,2,,0,0,14.5,7.2,240,1018,24,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-08T23:00:00,43.4,39.3,33,66.43,0,2,,0,0,13.9,6.9,243.3,1017,27.3,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T00:00:00,42.9,38.9,33.2,68.31,0,2,,0,0,13,6.5,246.7,1017,30.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T01:00:00,42.3,38.4,33.5,70.76,0,2,,0,0,12.3,6.3,250,1017,34,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T02:00:00,42.2,38.2,33.7,71.76,0,17,,0,0,11.9,6.3,246.7,1017,43.7,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T03:00:00,41.8,37.7,34.1,73.82,0,17,,0,0,11.6,6.3,243.3,1018,53.3,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T04:00:00,41.6,37.5,34.2,74.87,0,17,,0,0,11.2,6.3,240,1017,63,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T05:00:00,41.6,37.5,34.8,76.5,0,17,,0,0,11,6.3,233.3,1017,66,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T06:00:00,41.8,37.7,35.1,77.06,0,17,,0,0,10.5,6.3,226.7,1016,69,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T07:00:00,41.8,37.7,35.7,78.73,0,17,,0,0,10.3,6.3,220,1017,72,15,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-09T08:00:00,43.2,39.3,36.4,76.65,0,50,rain,0,0,10.7,6.5,216.7,1017,72.7,15,15,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T09:00:00,44.5,40.6,36.9,74.62,0,50,rain,0,0,11,6.9,213.3,1017,73.3,15,29,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T10:00:00,45.9,42.2,37.7,72.68,0.012,50,rain,0,0,11.4,7.2,210,1016,74,14.5,44,0.2,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T11:00:00,47.2,43.6,38.7,72.3,0,50,rain,0,0,12.1,7.4,210,1015,75.7,7.9,43,0.2,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T12:00:00,48.6,45.2,39.6,70.94,0,50,rain,0,0,13,7.8,210,1013,77.3,4.2,41,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T13:00:00,49.9,46.6,40.7,70.59,0,50,rain,0,0,13.6,8.1,210,1013,79,6.5,40,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T14:00:00,49.9,46.6,41.3,72.08,0,79,rain,0,0,13.6,8.1,213.3,1013,82.3,9.3,29,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T15:00:00,49.9,46.6,41.8,73.59,0,79,rain,0,0,13.9,8.1,216.7,1014,85.7,12.2,19,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T16:00:00,49.9,46.6,42.3,75.14,0.02,79,rain,0,0,13.9,8.1,220,1014,89,15,8,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T17:00:00,49.5,46.5,42.5,76.68,0,79,rain,0,0,13.6,7.4,220,1015,87.3,15,7,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T18:00:00,49.4,46.5,42.9,78.27,0,79,rain,0,0,13.6,6.9,220,1016,85.7,15,5,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T19:00:00,49,46.4,43.1,79.88,0,79,rain,0,0,13.4,6.3,220,1017,84,15,4,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T20:00:00,49.2,46.6,43.4,80.44,0,77,rain,0,0,13.2,6.3,223.3,1017,83.7,15,3,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T21:00:00,49.2,46.6,43.6,81,0,77,rain,0,0,13,6.3,226.7,1017,83.3,15,1,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T22:00:00,49.4,46.8,44,81.57,0.02,77,rain,0,0,12.8,6.3,230,1017,83,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-09T23:00:00,49.2,46.6,44,82.12,0,77,rain,0,0,12.8,6.3,226.7,1017,84.7,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T00:00:00,48.8,46.1,44.1,83.81,0,77,rain,0,0,12.8,6.3,223.3,1018,86.3,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T01:00:00,48.6,45.9,44.1,84.37,0,77,rain,0,0,12.8,6.3,220,1018,88,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T02:00:00,48.6,45.9,44.3,84.95,0,61,rain,0,0,12.5,6.3,220,1018,89,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T03:00:00,48.6,45.9,44.7,86.13,0,61,rain,0,0,12.1,6.3,220,1018,90,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T04:00:00,48.6,45.9,44.9,86.72,0.02,61,rain,0,0,11.9,6.3,220,1018,91,15,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-10T05:00:00,48.8,46.1,45,86.73,0,61,rain,0,0,11.9,6.3,216.7,1018,88.3,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T06:00:00,49.2,46.6,45.2,86.16,0,61,rain,0,0,11.9,6.3,213.3,1019,85.7,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T07:00:00,49.4,46.8,45.4,86.17,0,61,rain,0,0,11.9,6.3,210,1019,83,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T08:00:00,50.1,50.1,45.9,85.62,0,57,rain,0,0,12.3,6.5,213.3,1019,80.3,15,37,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T09:00:00,50.8,50.8,46.5,85.08,0,57,rain,0,0,12.5,6.9,216.7,1020,77.7,15,74,0.3,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T10:00:00,51.5,51.5,47,84.55,0.012,57,rain,0,0,13,7.2,220,1020,75,15,111,0.4,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T11:00:00,52.6,52.6,47.6,82.92,0,57,rain,0,0,13.4,7.8,220,1019,77.3,15,152,0.5,2,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T12:00:00,53.5,53.5,47.9,81.32,0,57,rain,0,0,13.9,8.3,220,1019,79.7,15,193,0.7,2,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T13:00:00,54.6,54.6,48.5,79.78,0,57,rain,0,0,14.3,8.9,220,1018,82,15,234,0.8,2,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T14:00:00,54.4,54.4,48.3,79.76,0,60,rain,0,0,14.8,8.9,210,1018,84,15,208,0.7,2,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T15:00:00,54.4,54.4,48.1,79.23,0,60,rain,0,0,15,8.9,200,1019,86,15,183,0.7,2,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T16:00:00,54.2,54.2,47.9,79.21,0.02,60,rain,0,0,15.4,8.9,190,1019,88,15,157,0.6,2,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T17:00:00,53.9,53.9,47.9,80.26,0,60,rain,0,0,15.2,8.7,190,1019,88.3,15,131,0.5,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T18:00:00,53.7,53.7,47.7,80.25,0,60,rain,0,0,15,8.3,190,1019,88.7,15,105,0.4,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T19:00:00,53.3,53.3,47.7,81.31,0,60,rain,0,0,14.8,8.1,190,1019,89,15,79,0.3,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T20:00:00,53.1,53.1,47.7,81.85,0,70,rain,0,0,15.2,8.1,196.7,1018,89,15,53,0.2,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T21:00:00,52.8,52.8,47.7,82.94,0,70,rain,0,0,15.9,8.1,203.3,1018,89,15,26,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T22:00:00,52.6,52.6,47.7,83.49,0.031,70,rain,0,0,16.3,8.1,210,1017,89,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-10T23:00:00,52.4,52.4,47.4,82.91,0,70,rain,0,0,16.6,8.3,213.3,1016,89.7,13.5,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T00:00:00,52.1,52.1,47.2,83.45,0,70,rain,0,0,16.6,8.7,216.7,1015,90.3,12,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-11T01:00:00,51.9,51.9,46.8,82.87,0,70,rain,0,0,16.8,8.9,220,1014,91,10.5,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-11T02:00:00,51.7,51.7,46.5,82.3,0,71,rain,0,0,16.8,8.9,220,1014,91.7,12,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-11T03:00:00,51.5,51.5,45.9,81.18,0,71,rain,0,0,16.6,8.9,220,1013,92.3,13.5,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-11T04:00:00,51.3,51.3,45.6,80.61,0.031,71,rain,0,0,16.6,8.9,220,1013,93,15,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-11T05:00:00,51.2,51.2,45.4,80.6,0,71,rain,0,0,16.6,8.9,226.7,1013,91,15,0,0,0,10,"Rain, Overcast",rain,
New York,2024-12-11T06:00:00,51.2,51.2,45.4,80.6,0,71,rain,0,0,16.3,8.9,233.3,1014,89,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T07:00:00,51,51,45.2,80.58,0.02,71,rain,0,0,16.3,8.9,240,1014,87,15,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T08:00:00,51.5,51.5,44.7,77.39,0,60,rain,0,0,16.6,9.2,250,1015,85.7,15,8,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T09:00:00,51.9,51.9,44,74.3,0,60,rain,0,0,16.6,9.6,260,1015,84.3,15,16,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T10:00:00,52.4,52.4,43.4,71.35,0.031,60,rain,0,0,16.8,9.8,270,1016,83,15,24,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T11:00:00,52.8,52.8,42.9,68.97,0,60,rain,0,0,16.8,10.1,273.3,1016,80.7,15,41,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T12:00:00,53,53,42.2,66.65,0,60,rain,0,0,17,10.5,276.7,1015,78.3,15,59,0.2,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T13:00:00,53.3,53.3,41.6,64.42,0.004,60,rain,0,0,17,10.7,280,1015,76,15,76,0.3,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T14:00:00,52.8,52.8,41.1,64.35,0,53,rain,0,0,17,10.7,296.7,1015,77,12.4,74,0.3,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T15:00:00,52.4,52.4,40.5,63.86,0,53,rain,0,0,17.2,10.7,313.3,1016,78,9.8,72,0.3,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T16:00:00,51.9,51.9,40,63.79,0.031,53,rain,0,0,17.2,10.7,330,1016,79,7.3,70,0.3,1,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T17:00:00,50.8,50.8,39.1,64.1,0,53,rain,0,0,16.8,10.1,336.7,1016,78.7,8.6,58,0.2,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T18:00:00,49.9,46.1,38.2,63.99,0,53,rain,0,0,16.6,9.6,343.3,1015,78.3,10.1,47,0.2,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T19:00:00,48.8,45,37.3,64.3,0,53,rain,0,0,16.1,8.9,350,1015,78,11.4,35,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T20:00:00,48.1,44.2,36.9,65.13,0,46,rain,0,0,16.1,8.7,353.3,1015,77,9,23,0.1,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T21:00:00,47.6,43.6,36.8,65.99,0,46,rain,0,0,15.9,8.5,356.7,1015,76,6.5,12,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T22:00:00,46.8,42.8,36.4,66.85,0.031,46,rain,0,0,15.9,8.3,360,1015,75,4.1,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-11T23:00:00,45.8,41.4,35.9,68.16,0,46,rain,0,0,15.7,8.5,356.7,1014,72.7,4.1,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-12T00:00:00,44.7,40,35.3,69.51,0,46,rain,0,0,15.7,8.7,353.3,1014,70.3,4.2,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-12T01:00:00,43.6,38.6,34.8,70.9,0,46,rain,0,0,15.4,8.9,350,1013,68,4.2,0,0,0,10,"Rain, Partially cloudy",rain,
New York,2024-12-12T02:00:00,42.9,37.7,34.2,71.33,0,35,,0,0,15.7,8.9,350,1012,68.3,3.9,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-12T03:00:00,42.3,37,33.5,70.76,0,35,,0,0,15.9,8.9,350,1012,68.7,3.5,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-12T04:00:00,41.6,36.1,33,71.19,0.02,35,rain,0,0,16.1,8.9,350,1011,69,3.2,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-12T05:00:00,41.3,35.7,32.6,71.15,0,35,,0,0,15.9,8.9,353.3,1010,65.7,4.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-12T06:00:00,40.9,35.2,32.4,71.63,0,35,,0,0,15.4,8.9,356.7,1010,62.3,5.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-12T07:00:00,40.5,34.8,32.1,71.59,0,35,rain,0,0,15.2,8.9,360,1009,59,6,0,0,0,10,Partially cloudy,partly-cloudy-night,
New York,2024-12-12T08:00:00,40.9,35.1,31.7,69.58,0,21,,0,0,15.2,9.2,360,1008,56.3,5,1,0,0,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-12T09:00:00,41.4,35.6,31.2,66.67,0,21,,0,0,15.4,9.6,360,1006,53.7,3.9,3,0,0,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-12T10:00:00,41.8,36,30.8,64.8,0,16.1,rain,0,0,15.4,9.8,360,1005,51,2.8,4,0,0,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-12T11:00:00,42.5,36.8,30.5,62.12,0,16.1,,0,0,15.9,9.8,350,1004,48.3,6.5,21,0.1,0,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-12T12:00:00,43.4,37.9,30.3,59.58,0,16.1,,0,0,16.1,10.1,340,1003,45.7,10.2,38,0.1,0,10,Partially cloudy,partly-cloudy-day,
New York,2024-12-12T13:00:00,41.3,32.2,37.5,86.31,0.012,16.1,rain,0,0,34.9,19.9,45.8,1002,100,13.9,14,0.1,0,10,Overcast,cloudy,
New York,2024-12-12T14:00:00,40.9,31.8,36.6,84.47,0,12.9,,0,0,33.8,19.5,45.1,1002,100,14.3,31,0.1,0,10,Overcast,cloudy,
New York,2024-12-12T15:00:00,40.7,31.7,35.5,81.5,0,12.9,,0,0,32.7,18.8,44.3,1001,100,14.6,49,0.2,0,10,Overcast,cloudy,
New York,2024-12-12T16:00:00,40.4,31.4,34.6,79.74,0,12.9,,0,0,31.5,18.3,43.6,1001,100,15,66,0.2,1,10,Overcast,cloudy,
New York,2024-12-12T17:00:00,39.5,30.4,33.5,79.1,0,12.9,,0,0,30.2,17.7,34.4,1002,100,14.2,44,0.2,0,10,Overcast,cloudy,
