City,DateTime,Temperature,FeelsLike,Dew,Humidity,Precipitation,PrecipitationProbability,PrecipitationType,Snow,SnowDepth,WindGust,WindSpeed,WindDirection,SeaLevelPressure,CloudCover,Visibility,SolarRadiation,SolarEnergy,UVIndex,SevereRisk,Conditions,Icon,Stations
Omaha,2024-12-01T00:00:00,20.3,10.8,14.3,77.01,0,0,,0,0.08,3.4,7.8,349,1027.8,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T01:00:00,20.3,10.9,14.3,77.32,0,0,,0,0.08,3.4,7.5,353,1027.7,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T02:00:00,20.2,10,14.2,77,0,0,,0,0.08,3.4,8.6,8,1027.5,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T03:00:00,19.5,8.7,14.2,79.3,0,0,,0,0.08,4.7,9.4,348,1027.9,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T04:00:00,19.5,9.6,14.1,79.35,0,0,,0,0.08,4.7,8,357,1027.8,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T05:00:00,19.5,10.8,13.4,76.76,0,0,,0,0.08,5.8,6.6,350,1028.3,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T06:00:00,18.5,10.7,14.1,82.36,0,0,,0,0.12,4.7,5.5,3,1028.6,91.4,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T07:00:00,19.1,12.8,12.4,74.78,0,0,,0,0.12,4.7,4.3,357,1029.2,91.4,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T08:00:00,19.1,19.1,12.9,76.44,0,0,,0,0.12,4.7,2.9,5,1028.9,84.6,9.9,22,0.1,0,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T09:00:00,19.6,13.7,13.1,75.67,0,0,,0,0.12,4.7,4,4,1029.7,78.6,9.9,120,0.4,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T10:00:00,22.1,14.4,12,64.78,0,0,,0,0.12,2.2,6,360,1030.6,82.3,9.9,97,0.3,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T11:00:00,22.2,15.9,11,61.55,0,0,,0,0.12,2.2,4.7,10,1030.6,100,9.9,125,0.5,1,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T12:00:00,24.3,16.2,12,58.85,0,0,,0,0.08,3.4,7,349,1030.3,88.2,9.9,127,0.5,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T13:00:00,25.2,19,12.4,57.88,0,0,,0,0.08,3.4,5.1,5,1029.9,89.3,9.4,151,0.5,2,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T14:00:00,26.3,21,13.2,57.16,0,0,,0,0.08,5.8,4.4,14,1029.4,80.7,9.9,114,0.4,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T15:00:00,28.6,28.6,14,53.93,0,0,,0,0.08,3.4,0.8,6,1028.9,22.3,9.9,89,0.3,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T16:00:00,28,28,14,55.38,0,0,,0,0.08,2.2,0,0,1028.7,82.3,9.9,29,0.1,0,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T17:00:00,27.2,27.2,14.3,57.9,0,0,,0,0.08,4.7,0,0,1029.1,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T18:00:00,27.2,22.3,15.3,60.59,0,0,snow,0.2,0.08,2.2,4.2,14,1029.2,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T19:00:00,26.9,22.5,15.4,61.32,0,0,,0,0.08,3.4,3.7,25,1029,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T20:00:00,26.9,20.6,14.5,58.96,0,0,,0,0.08,2.2,5.6,16,1029.6,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T21:00:00,26.8,26.8,15.3,61.23,0,0,,0,0.08,2.2,2.8,33,1029.3,98.9,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T22:00:00,26.8,26.8,16.4,64.38,0,0,,0,0.08,3.4,0,0,1029.2,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-01T23:00:00,26,22,16.3,66.15,0,0,,0,0.08,4.7,3.4,126,1028.9,95.6,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T00:00:00,25.8,25.8,17.2,69.46,0,0,,0,0,5.8,0,0,1029.3,89.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T01:00:00,25.8,25.8,18,71.95,0,0,,0,0,6.9,0,0,1028.8,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T02:00:00,26,26,17.4,69.44,0,0,,0,0,10.3,0,0,1028.9,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T03:00:00,26.2,16.6,18.1,71.17,0,0,,0,0,12.8,9.9,343,1029.7,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T04:00:00,26.3,18.3,19,73.68,0,0,,0,0,6.9,7.4,330,1030.3,100,9.1,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T05:00:00,26.2,14.9,20,77.04,0,0,,0,0,19.7,13.3,329,1031,100,9.1,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T06:00:00,26.2,15.3,20.8,79.61,0,0,,0,0.04,21.9,12.3,340,1031.8,100,7.5,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T07:00:00,23.3,8.1,16.2,73.67,0,0,,0,0.08,29.9,21.7,341,1032.8,100,7.7,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T08:00:00,21.9,7.6,12.6,66.94,0,0,,0,0.04,27.5,17.7,341,1033.6,91.4,9.8,20,0.1,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T09:00:00,21.1,7.1,12.3,68.58,0,0,,0,0,27.4,16.1,336,1034.4,88,8.9,66,0.2,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T10:00:00,21,5.5,12.1,68.16,0,0,,0,0,26.5,20.1,325,1035.9,98.9,8.9,103,0.4,1,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T11:00:00,21.1,7.2,11.8,66.94,0,0,,0,0,23.7,16,347,1036.7,100,8.9,109,0.4,1,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T12:00:00,22.9,8.7,11.8,61.86,0,0,,0,0.08,19.7,18.3,345,1036.5,90.3,9.9,409,1.5,4,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T13:00:00,23.1,10.5,12.5,63.36,0,0,,0,0.08,17.7,14.3,331,1036.4,90.3,9.9,270,1,3,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T14:00:00,24.3,12.8,12.5,60.37,0,0,,0,0.08,17.2,12.6,331,1036.3,82.6,9.9,90,0.3,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T15:00:00,25,14,12.8,59.24,0,0,,0,0.08,16.1,12,348,1035.9,77.2,9.9,78,0.3,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T16:00:00,23.2,11.5,12.9,64.22,0,0,,0,0.08,13.9,12.3,345,1036.3,75.2,9.9,37,0.1,0,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T17:00:00,22,11.6,12.9,67.43,0,0,,0,0.08,11.4,9.6,354,1037,70.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T18:00:00,21,12.7,12.9,70.43,0,0,,0,0.08,10.3,6.5,349,1036.8,70.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T19:00:00,19.3,13.1,12.3,73.66,0,0,,0,0.08,9.2,4.3,341,1036.9,70.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T20:00:00,17.6,9.4,12.3,79.09,0,0,,0,0.08,5.8,5.8,10,1036.9,67.5,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T21:00:00,18.4,12.9,13,79.04,0,0,,0,0.08,4.7,3.7,345,1037,71.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T22:00:00,19,19,13.7,79.42,0,0,,0,0.08,5.8,2.4,7,1037.5,70.8,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-02T23:00:00,19.8,19.8,13,74.74,0,0,,0,0.08,3.4,0,0,1037.3,89.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T00:00:00,19.7,19.7,13.9,77.81,0,0,,0,0,3.4,0.3,15,1037.2,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T01:00:00,19.8,15.4,14.3,78.86,0,0,,0,0,3.4,3.1,140,1036.6,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T02:00:00,19.9,12.5,14.2,78.37,0,0,,0,0,4.7,5.3,129,1035.8,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T03:00:00,19.9,10.6,14,77.4,0,0,,0,0,4.7,7.4,151,1035.3,100,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T04:00:00,19.8,9.7,14,77.82,0,0,,0,0,6.9,8.5,161,1034.6,98.9,9.9,0,0,0,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T05:00:00,17.8,8.1,13,80.84,0,0,,0,0,5.8,7.3,163,1034.4,20.6,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T06:00:00,17.5,7.7,13.5,84.14,0,0,,0,0,10.3,7.3,168,1033.7,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T07:00:00,17.8,6.4,13.8,83.99,0,0,,0,0,8.1,9.6,161,1032.6,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T08:00:00,18,5.5,13.9,83.76,0,0,,0,0,15,11.3,162,1032.3,2.2,9.9,15,0.1,0,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T09:00:00,20.3,7.9,15.1,80.15,0,0,,0,0,20.8,12.1,171,1031.9,2.2,9.9,38,0.1,0,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T10:00:00,24.5,11.6,15.3,67.55,0,0,,0,0,26.6,15.9,181,1030.6,2.2,9.8,119,0.4,1,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T11:00:00,28.1,17,16,59.98,0,0,,0,0,26.4,14.1,183,1028.9,2.2,9.9,329,1.2,3,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T12:00:00,31.1,19.6,17.1,55.8,0,0,,0,0,20.1,17.3,172,1027.1,2.2,9.9,377,1.4,4,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T13:00:00,34.4,24.4,18.1,50.82,0,0,,0,0,27.1,15.8,188,1024.9,0,9.9,296,1.1,3,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T14:00:00,38,28.5,19.8,47.6,0,0,,0,0,26.5,17.4,189,1023,0,9.9,48,0.2,0,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T15:00:00,39,29.7,20.7,47.38,0,0,,0,0,27.9,18,192,1021.6,0,9.9,81,0.3,1,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T16:00:00,39.7,31.3,21,46.84,0,0,,0,0,25.7,15.7,199,1020.7,0,9.9,26,0.1,0,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T17:00:00,38.1,30.3,22,51.99,0,0,,0,0,18.3,12.4,191,1020.4,2.2,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T18:00:00,36.5,29,22.8,57.05,0,0,,0,0,16.1,10.8,179,1019.4,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T19:00:00,34.4,26.4,22.9,62.49,0,0,,0,0,20.8,10.5,181,1019.3,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T20:00:00,33.7,25.3,22.9,64.39,0,0,,0,0,21.9,11,173,1018.2,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T21:00:00,29.9,21.3,22.3,73.2,0,0,,0,0,21.9,9.7,167,1017.4,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T22:00:00,30.7,22.4,23.9,75.74,0,0,,0,0,19.7,9.4,164,1016.5,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-03T23:00:00,27.6,18.5,22.4,80.52,0,0,,0,0,13.9,9.7,91,1016,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T00:00:00,27.5,19.9,23.3,83.96,0,0,,0,0,15,7.2,79,1015.5,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T01:00:00,28.8,21.4,24.6,84.17,0,0,,0,0,15,7.3,154,1014.9,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T02:00:00,30.9,30.9,25.6,80.3,0,0,,0,0,15,1.8,335,1014.6,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T03:00:00,35.6,29.3,27.2,70.99,0,0,,0,0,16.1,7.9,285,1014.9,65.3,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T04:00:00,36.1,29.8,26.3,67.24,0,0,,0,0,6.9,8,296,1015.1,73.9,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T05:00:00,36.3,30.5,27,68.63,0,0,,0,0,8.1,7.4,295,1015.4,71.7,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T06:00:00,33.3,27.3,26.3,75.33,0,0,,0,0,8.1,6.6,329,1015.8,38,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T07:00:00,32.8,26.7,26.7,78.13,0,0,,0,0,8.1,6.7,315,1016,17.9,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T08:00:00,33.5,26.9,26.7,75.89,0,0,,0,0,17.2,7.6,314,1016.4,2.2,9.9,4,0,0,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T09:00:00,40.3,34.5,29.7,65.76,0,0,,0,0,21.9,8.9,318,1016.7,0,9.9,23,0.1,0,10,Clear,clear-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T10:00:00,43.6,36.1,30.6,59.89,0,0,,0,0,22.5,16.2,326,1017.1,20.1,9.9,67,0.2,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T11:00:00,44.1,35.7,30.8,59.23,0,0,,0,0,29.7,20.4,327,1017.7,43.4,9.9,248,0.9,2,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T12:00:00,46.5,38.3,30.7,53.84,0,0,,0,0,33.2,24,319,1017.1,55.4,9.9,342,1.2,3,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T13:00:00,47.9,39.5,30,49.73,0,0,,0,0,37.9,27.6,306,1016.6,40.7,9.9,342,1.2,3,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T14:00:00,47.1,38.2,29.9,50.87,0,0,,0,0,42.1,29.9,317,1016.9,85.9,9.9,139,0.5,1,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T15:00:00,46.2,37.2,29.9,52.79,0,0,,0,0,39.8,27.3,308,1017.1,90.3,9.9,85,0.3,1,10,Overcast,cloudy,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T16:00:00,44.3,34.6,30,56.96,0,0,,0,0,44.8,28.6,325,1017.9,89.1,9.9,37,0.1,0,10,Partially cloudy,partly-cloudy-day,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T17:00:00,39.4,28.6,16.8,39.54,0,0,,0,0,39.5,25.2,327,1019.8,20.1,9.9,5,0,0,10,Partially cloudy,partly-cloudy-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T18:00:00,33.7,21.6,7.7,33.21,0,0,,0,0,32.4,22.1,336,1021.9,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T19:00:00,30.2,16.9,2.1,29.61,0,0,,0,0,37.6,22.5,329,1023.5,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T20:00:00,27.4,11.8,2.5,33.81,0,0,,0,0,40.9,27.8,336,1024.9,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T21:00:00,23.3,7,0.9,37.15,0,0,,0,0,39.8,25.1,328,1026.3,0,9.9,0,0,0,10,Clear,clear-night,"F7499,KOFF,KMLE,KOMA,KCBF"
Omaha,2024-12-04T22:00:00,22,8.3,6,49.55,0,0,,0,0,31.1,16.1,340,1028,3,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-04T23:00:00,20,6.8,4,49.22,0,0,,0,0,24.2,13.9,340,1028,4,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T00:00:00,18,4.3,2.9,50.97,0,0,,0,0,21.9,13.9,340,1029,4,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T01:00:00,17,3.5,2.9,53.39,0,0,,0,0,20.8,12.8,340,1030,3,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T02:00:00,16.1,2.3,2,53.25,0,0,,0,0,19.5,12.8,340,1031,3,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T03:00:00,15,1.7,0.9,53.07,0,0,,0,0,19.5,11.4,340,1032,1,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T04:00:00,15,2.5,0.9,53.07,0,0,,0,0,19.5,10.3,340,1033,2,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T05:00:00,13.9,1.1,0.9,55.64,0,0,,0,0,17.2,10.3,340,1034,2,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T06:00:00,13,0,0.9,57.88,0,0,,0,0,16.1,10.3,340,1034,4,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T07:00:00,13,0.8,0.9,57.88,0,0,,0,0,15,9.2,340,1035,3,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-05T08:00:00,11.9,0.4,0.9,60.71,0,0,,0,0,13.9,8.1,340,1036,3,10.1,13,0,0,10,Clear,clear-day,
Omaha,2024-12-05T09:00:00,13.9,3.8,2,58.51,0,0,,0,0,12.8,6.9,340,1037,3,10.1,153,0.6,2,10,Clear,clear-day,
Omaha,2024-12-05T10:00:00,16.1,6.4,2.9,55.52,0,1,,0,0,12.8,6.9,340,1036,8,10.1,267,1,3,10,Clear,clear-day,
Omaha,2024-12-05T11:00:00,18.9,10.9,2.9,49.04,0,1,,0,0,11.4,5.8,350,1036,10,10.1,352,1.3,4,10,Clear,clear-day,
Omaha,2024-12-05T12:00:00,20,12.2,4,49.22,0,1,,0,0,11.4,5.8,340,1037,16,10.1,395,1.4,4,10,Clear,clear-day,
Omaha,2024-12-05T13:00:00,22,14.5,4,45.25,0,2,,0,0,10.3,5.8,340,1036,26,10.1,429,1.5,4,10,Partially cloudy,partly-cloudy-day,
Omaha,2024-12-05T14:00:00,24,18,4.9,43.4,0,4,,0,0,8.1,4.7,340,1036,38,10.1,335,1.2,3,10,Partially cloudy,partly-cloudy-day,
Omaha,2024-12-05T15:00:00,24,19.7,4,41.64,0,1,,0,0,6.9,3.4,330,1036,60,10.1,223,0.8,2,10,Partially cloudy,partly-cloudy-day,
Omaha,2024-12-05T16:00:00,25.1,25.1,4.9,41.49,0,1,,0,0,5.8,2.2,320,1035,72,10.1,132,0.5,1,10,Partially cloudy,partly-cloudy-day,
Omaha,2024-12-05T17:00:00,24,24,4,41.64,0,1,,0,0,3.4,1.1,20,1035,67,10.1,57,0.2,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-05T18:00:00,22.9,22.9,4.9,45.41,0,0,,0,0,2.2,1.1,120,1034,67,10.1,48,0.2,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-05T19:00:00,22.9,22.9,4,43.57,0,0,,0,0,2.2,1.1,130,1034,65,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-05T20:00:00,22,22,4.9,47.16,0,0,,0,0,2.2,1.1,160,1034,64,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-05T21:00:00,22,22,4.9,47.16,0,0,,0,0,3.4,2.2,190,1034,58,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-05T22:00:00,22,22,4.9,47.16,0,0,,0,0,4.7,2.2,190,1034,54,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-05T23:00:00,22,17.4,4.9,47.16,0,0,,0,0,4.7,3.4,180,1034,40,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-06T00:00:00,22,17.4,4.9,47.16,0,0,,0,0,5.8,3.4,180,1033,25,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-06T01:00:00,20.9,16.2,4.9,49.37,0,0,,0,0,6.9,3.4,180,1033,23,10.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
Omaha,2024-12-06T02:00:00,20,13.4,6,53.88,0,0,,0,0,6.9,4.7,190,1033,20,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-06T03:00:00,20,13.4,6,53.88,0,0,,0,0,8.1,4.7,190,1032,18,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-06T04:00:00,20.9,14.4,6,51.86,0,0,,0,0,9.2,4.7,190,1031,16,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-06T05:00:00,20.9,13.2,6,51.86,0,0,,0,0,10.3,5.8,190,1031,14,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-06T06:00:00,22,14.5,7.1,52.04,0,0,,0,0,10.3,5.8,190,1031,12,10.1,0,0,0,10,Clear,clear-night,
Omaha,2024-12-06T07:00:00,22,14.5,8,54.2,0,0,,0,0,10.3,5.8,200,1031,10,10.1,44,0.2,0,10,Clear,clear-night,
Omaha,2024-12-06T08:00:00,23.1,15.8,9,54.37,0,0,,0,0,11,5.8,205,1030,8,10.1,88,0.3,1,10,Clear,clear-day,
Omaha,2024-12-06T09:00:00,24,16.9,9.9,54.51,0,0,,0,0,11.4,5.8,210,1030,6,10.1,132,0.5,1,10,Clear,clear-day,
Omaha,2024-12-06T10:00:00,28.3,21.6,12.3,50.58,0,0,,0,0,12.3,6.3,216.7,1030,5.3,10.1,216,0.8,2,10,Clear,clear-day,
Omaha,2024-12-06T11:00:00,32.6,26.6,14.6,47.04,0,0,,0,0,13,6.5,223.3,1029,4.7,10.1,300,1.1,3,10,Clear,clear-day,
Omaha,2024-12-06T12:00:00,36.9,31.5,17,43.86,0,0,,0,0,13.9,6.9,230,1026,4,10.1,384,1.4,4,10,Clear,clear-day,
Omaha,2024-12-06T13:00:00,38.6,33.7,18.2,43.45,0,0,,0,0,13,6.5,230,1025,4.7,10.1,361,1.3,4,10,Clear,clear-day,
Omaha,2024-12-06T14:00:00,40.4,36,19.7,43.08,0,0,,0,0,12.3,6.3,230,1025,5.3,10.1,337,1.2,3,10,Clear,clear-day,
