STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,-1.265205,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,-5.483102,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,-0.5506312,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,-1.700052,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,-0.04913678,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,0.2206017,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,0.4471165,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,-0.8511271,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,0.180603,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,-0.4300501,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,1.817034,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP08,Communication,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,2.362062,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,3.631369,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,3.551218,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,3.885648,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,2.573264,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,2.126008,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,2.597442,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,3.343293,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,2.092965,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,6.091952,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,6.91073,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,1.206019,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP12,Miscellaneous goods and services,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,2.122341,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,0.5484537,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,-0.9007696,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,-1.164767,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,-0.7351201,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,-1.445851,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,-0.8977697,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,0.6908713,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,-0.4152586,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,2.631796,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,9.159812,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,4.405128,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP05,"Furnishings, household equipment and routine household maintenance",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,1.747593,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,3.162829,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,3.457183,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,2.847277,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,2.331402,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,2.969429,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,2.405407,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2012,,1.722521,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2011,,1.497319,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023,,6.943748,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022,,6.89568,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021,,3.020479,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP04,"Housing, water, electricity, gas and other fuels",N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020,,2.588173,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2018,,2.413655,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2017,,2.104085,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2016,,2.63021,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2015,,2.822092,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2014,,2.685882,,A,Normal value,,,,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,PA,Percent per annum,CP11,Restaurants and hotels,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2013,,2.037282,,A,Normal value,,,,,,,2,Two
